# 卷二 第一单元 判答(教材/知识推断)
二	一	2	0	D	ADCC-杀伤- NK细胞
二	一	2	1	A	高血压合并COPD-血压130/80
二	一	3	0	A	CO2潴留-肺通气不足
二	一	4	0	D	变性复原叙述错误-皆可复性
二	一	4	1	D	AMI6h内-心肌再灌注
二	一	5	0	E	神经递质释放-出胞
二	一	5	1	B	红舌主热证
二	一	6	0	C	药品回扣处分-卫生健康主管部门
二	一	6	1	A	哮喘发作肺功能不出现-PEF增加
二	一	7	0	C	强迫障碍-认知行为治疗
二	一	7	1	B	精血亏虚-隐痛
二	一	8	0	B	专职APC-树突状细胞
二	一	8	1	E	β阻滞剂首选-肥厚梗阻型心肌病
二	一	9	0	A	膳食调查目的-了解营养缺乏
二	一	9	1	B	金克木
二	一	10	0	E	地西泮不具备-抗精神分裂
二	一	10	1	D	长期血糖控制-HbA1c
二	一	11	0	A	调控转录DNA序列-顺式作用元件
二	一	11	1	A	毕Ⅱ术后十二指肠残端破裂
二	一	11	2	E	右室心梗低血压-补血容量
二	一	12	0	E	良性高血压-细动脉玻璃样变
二	一	12	1	E	肾损伤不宜-RP逆行造影
二	一	13	0	C	首个法律脑死亡-芬兰
二	一	14	0	C	降低诊断标准-灵敏度↑特异度↓
二	一	14	1	E	股骨下1/3骨折-腘动脉
二	一	15	0	D	化学预防对象-无症状
二	一	15	1	E	髋后脱位-坐骨神经
二	一	17	0	B	界板坏死-碎片状坏死
二	一	17	1	D	主通降收纳-胃
二	一	19	0	D	非真性肿瘤-错构瘤
二	一	19	1	E	肝脓肿首选-B超
二	一	20	0	B	临床预防服务非特征-群体性
二	一	20	1	D	尿感筛查-硝酸盐还原试验
二	一	21	0	E	钙最好来源-奶制品
二	一	21	1	E	肠内营养不含-结肠造口
二	一	22	0	D	特殊治疗-医院决定(推断)
二	一	22	1	D	预防乙肝最有效-接种疫苗
二	一	24	0	A	健康促进核心-增权
二	一	24	1	B	气分热盛-洪脉
二	一	25	0	C	HIV权利-婚姻就业就医入学
二	一	25	1	D	急性左心衰急救-静脉利尿剂
二	一	26	0	D	含巯基-半胱氨酸
二	一	26	1	B	病毒性心肌炎-柯萨奇B组
二	一	27	0	E	医学心理学观点不含-道德约束
二	一	27	1	E	白蛋白为主-肾小球性蛋白尿
二	一	28	0	B	生物转化结合-葡萄糖醛酸
二	一	28	1	B	甲亢选甲巯咪唑-半衰期长
二	一	29	0	D	尿素另一N来源-天冬氨酸
二	一	29	1	D	控制哮喘炎症-糖皮质激素
二	一	30	0	E	慢性病-可治疗不可治愈
二	一	30	1	C	心包压塞-奇脉
二	一	31	0	E	产热最强-褐色脂肪组织
二	一	31	1	C	Froment征-神经损伤
二	一	32	0	A	职业病变取决于-接触机会(推断)
二	一	32	1	D	DIC出血主因-凝血因子消耗
二	一	33	0	A	BMI22.2-正常
二	一	33	1	E	白三烯调节剂-孟鲁司特
二	一	34	0	D	投射测验-主题统觉
二	一	34	1	E	肾癌影像-CT平扫+增强
二	一	35	0	C	氧化磷酸化调节-ADP
二	一	35	1	C	风心内膜常累-二尖瓣
二	一	36	0	D	公卫功能不含-研究临床治疗
二	一	36	1	D	骨盆直肠窝脓肿-全身中毒重
二	一	37	0	C	饮大量水-ADH分泌减少
二	一	37	1	A	急救优先-张力性气胸
二	一	39	0	C	血栓转归不发生-化生
二	一	40	0	B	95%范围-μ±1.96σ
二	一	41	0	C	职业病特点错-容易治愈
二	一	42	0	D	酶速率比条件-底物远大于酶
二	一	43	0	C	麻卡处方资格-县级以上卫生计生部门
二	一	44	0	D	医际关系要求不含-彼此竞争鼓励
二	一	45	0	A	暗适应缺-维生素A
二	一	46	0	B	心绞痛三药共同-降低心肌耗氧
二	一	47	0	D	新月体-壁层上皮细胞
二	一	48	0	C	非特异投射-通路失专一性
二	一	50	0	C	阑尾炎术后医患-指导-合作型
二	一	52	0	A	临床预防最重要-健康咨询
二	一	53	0	C	应激常见情绪-焦虑
二	一	54	0	B	心理治疗配药-综合原则
二	一	56	0	B	补体促吞噬-调理作用
二	一	57	0	D	病程短病死率低-罹患率
二	一	58	0	E	医师权利-参与民主管理
二	一	59	0	A	非心身疾病-颈椎病(推断)
二	一	60	0	C	纤溶酶-降解纤维蛋白
二	一	61	0	C	蛋白质变性-空间结构改变
二	一	62	0	C	烧瓶状心界-心包积液
二	一	64	0	A	算术均数-平均水平
二	一	65	0	C	卫生服务需要取决于-健康状况
二	一	66	0	A	分子克隆-DNA复制
二	一	67	0	A	归因危险度-AR
二	一	68	0	C	副交感-逼尿肌收缩
二	一	69	0	D	一类3年二类2年-3年和2年
二	一	70	0	B	伪膜性炎-肠黏膜纤维蛋白性炎
二	一	71	0	D	杀芽胞-高压蒸汽
二	一	72	0	B	白色血栓-纤维蛋白+血小板
二	一	73	0	A	脂褐素-细胞萎缩
二	一	74	0	D	结核-IV型
二	一	75	0	D	噬菌体-病毒
二	一	76	0	A	免费用血-献血者本人
二	一	77	0	B	机会性感染
二	一	78	0	B	知情同意实质-自主权
二	一	79	0	B	综合分析-逻辑思维(推断)
二	一	82	0	E	假药-成分不符
二	一	83	0	B	临床预防服务
